rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,lastName,firstName,country_cpi,country_gdp,country_population,country_lat,country_long
124,14.2,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,M,4/10/1957 0:00,Dangote,Aliko,267.51,"$448,120,428,859 ",200963599.0,9.081999,8.675277
126,14.1,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,F,12/2/1929 0:00,Kwong,Siu-hing,,,,,
127,14.0,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,M,10/2/1955 0:00,Ofer,Idan,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
128,13.9,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,M,9/1/1965 0:00,Chen,Bang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
128,13.9,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,M,4/1/1929 0:00,Lui,Che Woo,,,,,
130,13.7,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,M,2/1/1945 0:00,Fredriksen,John,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
130,13.7,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,F,3/2/1947 0:00,Hendricks,Diane,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
130,13.7,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,M,2/24/1976 0:00,Koum,Jan,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
133,13.3,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,M,10/13/1942 0:00,Jones,Jerry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
133,13.3,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,M,7/29/1942 0:00,Kaiser,George,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
133,13.3,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,M,7/21/1951 0:00,Lau,Joseph,,,,,
136,13.2,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,M,12/28/1962 0:00,Lu,Xiangyang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
137,13.1,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,M,3/3/1933 0:00,Triguboff,Harry,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
138,12.9,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,M,3/15/1959 0:00,Kotak,Uday,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
138,12.9,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,M,7/29/1947 0:00,Kroenke,Stanley,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
140,12.6,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,M,4/21/1964 0:00,Fridman,Mikhail,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
141,12.3,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,M,7/12/1965 0:00,Ratanavadi,Sarath,113.27,"$543,649,976,166 ",69625582.0,15.870032,100.992541
142,12.2,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,M,2/1/1973 0:00,Dang,Yanbao,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
142,12.2,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,M,10/8/1953 0:00,Jiang,Rensheng,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
144,12.1,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,M,7/18/1950 0:00,Khan,Shahid,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
145,12.0,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,F,11/6/1963 0:00,Powell Jobs,Laurene,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
146,11.8,Diversified,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,M,10/6/1923 0:00,Kuok,Robert,,,,,
147,11.6,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,M,5/10/1940 0:00,Ross,Stephen,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
148,11.5,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,M,10/10/1984 0:00,Durov,Pavel,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
148,11.5,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,2/16/1950 0:00,Struengmann,Andreas,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
148,11.5,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,M,2/16/1950 0:00,Struengmann,Thomas,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
151,11.4,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,M,1/1/1964 0:00,Liu,Hanyuan,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
151,11.4,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,M,7/21/1972 0:00,Rubin,Michael,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
153,11.3,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,M,9/30/1948 0:00,Englander,Israel,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
153,11.3,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,M,9/8/1953 0:00,Kantor,Viatcheslav,108.15,"$395,098,666,122 ",9053300.0,31.046051,34.851612
153,11.3,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,M,4/11/1960 0:00,Pratt,Anthony,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
153,11.3,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,M,5/3/1965 0:00,Prokhorov,Mikhail,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
157,11.1,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,M,7/11/1934 0:00,Armani,Giorgio,110.62,"$2,001,244,392,042 ",60297396.0,41.87194,12.56738
157,11.1,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,M,6/1/1950 0:00,Rupert,Johann,158.93,"$351,431,649,241 ",58558270.0,-30.559482,22.937506
159,11.0,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,M,1/1/1965 0:00,Gong,Hongjia,,,,,
159,11.0,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,M,1/1/1972 0:00,Zhang,Zhidong,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
161,10.9,Finance & Investments,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,False,M,12/28/1939 0:00,Anschutz,Philip,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
161,10.9,Fashion & Retail,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,True,F,6/17/1937 0:00,Love,Judy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
161,10.9,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,M,10/19/1955 0:00,Salinas Pliego,Ricardo,141.54,"$1,258,286,717,125 ",126014024.0,23.634501,-102.552784
164,10.7,Media & Entertainment,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,False,M,8/5/1929 0:00,Newhouse,Donald,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
165,10.6,Sports,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,True,M,6/5/1941 0:00,Kraft,Robert,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
165,10.6,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,True,M,1/1/1950 0:00,Telles,Marcel Herrmann,167.4,"$1,839,758,040,766 ",212559417.0,-14.235004,-51.92528
167,10.5,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,True,M,3/12/1966 0:00,Kerimov & family,Suleiman,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
167,10.5,Fashion & Retail,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,True,M,1/1/1984 0:00,Xu,Sky,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
167,10.5,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,True,M,9/10/1977 0:00,Zhao,Changpeng,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
170,10.3,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,M,11/29/1952 0:00,Beal,Andrew,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
171,10.2,Technology,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,True,M,11/17/1979 0:00,Cannon-Brookes,Mike,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
171,10.2,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,M,8/19/1962 0:00,Cook,Carl,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
171,10.2,Technology,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,True,M,9/21/1940 0:00,Duffield,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
171,10.2,Energy,Jeffery Hildebrand,64.0,United States,Houston,Oil,Energy,United States,True,M,3/5/1959 0:00,Hildebrand,Jeffery,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
171,10.2,Manufacturing,Viktor Rashnikov,74.0,Russia,Magnitogorsk,Steel,Manufacturing,Russia,True,M,10/13/1948 0:00,Rashnikov,Viktor,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
171,10.2,Technology,Eduardo Saverin,41.0,Singapore,Singapore,Facebook,Technology,Brazil,True,M,3/19/1982 0:00,Saverin,Eduardo,114.41,"$372,062,527,489 ",5703569.0,1.352083,103.819836
171,10.2,Automotive,Georg Schaeffler,58.0,Germany,Herzogenaurach,Auto parts,Automotive,Germany,False,M,10/19/1964 0:00,Schaeffler,Georg,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
171,10.2,Fashion & Retail,Christy Walton,74.0,United States,Jackson,Walmart,Fashion & Retail,United States,False,F,2/8/1949 0:00,Walton,Christy,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
179,10.1,Technology,Scott Farquhar,43.0,Australia,Sydney,Software,Technology,Australia,True,M,12/17/1979 0:00,Farquhar,Scott,119.8,"$1,392,680,589,329 ",25766605.0,-25.274398,133.775136
179,10.1,Diversified,Quek Leng Chan,81.0,Malaysia,Kuala Lumpur,"Banking, property",Diversified,Malaysia,False,M,8/12/1941 0:00,Quek,Leng Chan,121.46,"$364,701,517,788 ",32447385.0,4.210484,101.975766
179,10.1,Real Estate,Wu Yajun,59.0,China,Beijing,Real estate,Real Estate,China,True,F,1/1/1964 0:00,Wu,Yajun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
182,10.0,Energy,Autry Stephens,85.0,United States,Midland,Oil,Energy,United States,True,M,3/8/1938 0:00,Stephens,Autry,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
183,9.9,Service,Liu Yongxing,74.0,China,Shanghai,Diversified,Service,China,True,M,6/1/1948 0:00,Liu,Yongxing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
184,9.8,Diversified,Vinod Adani,74.0,United Arab Emirates,Dubai,"Infrastructure, commodities",Diversified,Cyprus,True,M,1/10/1949 0:00,Adani,Vinod,114.52,"$421,142,267,938 ",9770529.0,23.424076,53.847818
184,9.8,Fashion & Retail,Nicolas Puech,80.0,Switzerland,Martigny,Hermes,Fashion & Retail,France,False,M,1/29/1943 0:00,Puech,Nicolas,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
184,9.8,Logistics,"Jacques Saadé, Jr.",51.0,France,Marseille,Shipping,Logistics,France,False,M,8/10/1971 0:00,Saadé,Jacques,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
184,9.8,Logistics,Rodolphe Saadé,53.0,France,Marseille,Shipping,Logistics,France,False,M,3/3/1970 0:00,Saadé,Rodolphe,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
184,9.8,Logistics,Tanya Saadé Zeenny,55.0,France,Marseille,Shipping,Logistics,France,False,F,2/1/1968 0:00,Saadé Zeenny,Tanya,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
184,9.8,Finance & Investments,Melker Schorling & family,75.0,Sweden,Stockholm,Investments,Finance & Investments,Sweden,True,M,5/15/1947 0:00,Schorling,Melker,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
190,9.7,Manufacturing,Andrei Guriev & family,63.0,Russia,Moscow,Fertilizers,Manufacturing,Russia,True,M,3/24/1960 0:00,Guriev & family,Andrei,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
190,9.7,Finance & Investments,Michael Kim,59.0,South Korea,Seoul,Private equity,Finance & Investments,United States,True,M,10/1/1963 0:00,Kim,Michael,115.16,"$2,029,000,000,000 ",51709098.0,35.907757,127.766922
190,9.7,Technology,Lei Jun,53.0,China,Beijing,Smartphones,Technology,China,True,M,12/16/1969 0:00,Lei,Jun,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
190,9.7,Manufacturing,Friedhelm Loh,76.0,Germany,Haiger,Manufacturing,Manufacturing,Germany,False,M,8/15/1946 0:00,Loh,Friedhelm,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
190,9.7,Healthcare,Sun Piaoyang,64.0,China,Lianyungang,Pharmaceuticals,Healthcare,China,True,M,9/1/1958 0:00,Sun,Piaoyang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
195,9.6,Technology,Rick Cohen & family,70.0,United States,Keene,Warehouse automation,Technology,United States,False,M,7/25/1952 0:00,Cohen,Rick,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
195,9.6,Energy,Jin Baofang,70.0,China,Xingtai,Solar panels,Energy,China,True,M,9/1/1952 0:00,Jin,Baofang,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
195,9.6,Manufacturing,Luo Liguo & family,67.0,China,Ningbo,Chemicals,Manufacturing,China,True,M,3/1/1956 0:00,Luo,Liguo,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
195,9.6,Food & Beverage,Marijke Mars,58.0,United States,Los Angeles,"Candy, pet food",Food & Beverage,United States,False,F,7/28/1964 0:00,Mars,Marijke,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
195,9.6,Food & Beverage,Pamela Mars,62.0,United States,Alexandria,"Candy, pet food",Food & Beverage,United States,False,F,8/1/1960 0:00,Mars,Pamela,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
195,9.6,Food & Beverage,Valerie Mars,64.0,United States,New York,"Candy, pet food",Food & Beverage,United States,False,F,1/26/1959 0:00,Mars,Valerie,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
195,9.6,Food & Beverage,Victoria Mars,66.0,United States,Philadelphia,"Candy, pet food",Food & Beverage,United States,False,F,12/15/1956 0:00,Mars,Victoria,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
202,9.5,Finance & Investments,Vincent Bolloré & family,71.0,France,Paris,Investments,Finance & Investments,France,False,M,4/1/1952 0:00,Bolloré,Vincent,110.05,"$2,715,518,274,227 ",67059887.0,46.227638,2.213749
202,9.5,Diversified,Jim Pattison,94.0,Canada,Vancouver,Diversified,Diversified,Canada,True,M,10/1/1928 0:00,Pattison,Jim,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
204,9.4,Healthcare,Ernesto Bertarelli,57.0,Switzerland,Gstaad,"Biotech, investments",Healthcare,Switzerland,False,M,9/22/1965 0:00,Bertarelli,Ernesto,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
204,9.4,Technology,Wang Xing,44.0,China,Beijing,Food delivery,Technology,China,True,M,2/18/1979 0:00,Wang,Xing,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
206,9.3,Technology,Brian Chesky,41.0,United States,San Francisco,Airbnb,Technology,United States,True,M,8/29/1981 0:00,Chesky,Brian,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
206,9.3,Manufacturing,James Dyson,75.0,United Kingdom,Gloucestershire,Vacuums,Manufacturing,United Kingdom,True,M,5/2/1947 0:00,Dyson,James,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
208,9.2,Diversified,Roman Abramovich & family,56.0,Russia,Moscow,"Steel, investments",Diversified,Russia,True,M,10/24/1966 0:00,Abramovich,Roman,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
208,9.2,Diversified,Antonia Ax:son Johnson & family,79.0,Sweden,Stockholm,Diversified,Diversified,Sweden,False,F,9/6/1943 0:00,Ax:son Johnson,Antonia,110.51,"$530,832,908,738 ",10285453.0,60.128161,18.643501
208,9.2,Energy,Daniel Kretinsky,47.0,Czech Republic,Prague,"Energy, investments",Energy,Czech Republic,True,M,7/9/1975 0:00,Kretinsky,Daniel,116.48,"$246,489,245,495 ",10669709.0,49.817492,15.472962
208,9.2,Media & Entertainment,John Malone,82.0,United States,Elizabeth,Cable television,Media & Entertainment,United States,True,M,3/7/1941 0:00,Malone,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
208,9.2,Technology,Azim Premji,77.0,India,Bangalore,Software services,Technology,India,False,M,7/24/1945 0:00,Premji,Azim,180.44,"$2,611,000,000,000 ",1366417754.0,20.593684,78.96288
208,9.2,Finance & Investments,Charles Schwab,85.0,United States,Woodside,Discount brokerage,Finance & Investments,United States,True,M,7/29/1937 0:00,Schwab,Charles,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
208,9.2,Fashion & Retail,Eric Smidt,63.0,United States,Beverly Hills,Hardware stores,Fashion & Retail,United States,True,M,1/1/1960 0:00,Smidt,Eric,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
215,9.0,Technology,David Cheriton,72.0,United States,Palo Alto,Google,Technology,Canada,True,M,3/29/1951 0:00,Cheriton,David,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
215,9.0,Metals & Mining,Ivan Glasenberg,66.0,Switzerland,Ruschlikon,Mining,Metals & Mining,Switzerland,True,M,1/7/1957 0:00,Glasenberg,Ivan,99.55,"$703,082,435,360 ",8574832.0,46.818188,8.227512
215,9.0,Real Estate,Alexander Otto,55.0,Germany,Hamburg,Real estate,Real Estate,Germany,False,M,7/7/1967 0:00,Otto,Alexander,112.85,"$3,845,630,030,824 ",83132799.0,51.165691,10.451526
215,9.0,Food & Beverage,Anthony von Mandl,73.0,Canada,Vancouver,Alcoholic beverages,Food & Beverage,Canada,True,M,3/10/1950 0:00,von Mandl,Anthony,116.76,"$1,736,425,629,520 ",36991981.0,56.130366,-106.346771
215,9.0,Manufacturing,Wang Liping & family,57.0,China,Changzhou,Hydraulic machinery,Manufacturing,China,True,M,2/24/1966 0:00,Wang,Liping,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
220,8.9,Food & Beverage,Finn Rausing,68.0,United Kingdom,London,Packaging,Food & Beverage,Sweden,False,M,1/1/1955 0:00,Rausing,Finn,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
220,8.9,Food & Beverage,Jorn Rausing,63.0,United Kingdom,Surrey,Packaging,Food & Beverage,Sweden,False,M,1/1/1960 0:00,Rausing,Jorn,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
220,8.9,Food & Beverage,Kirsten Rausing,70.0,United Kingdom,Newmarket,Packaging,Food & Beverage,Sweden,False,F,6/6/1952 0:00,Rausing,Kirsten,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
223,8.8,Fashion & Retail,Tatyana Bakalchuk,47.0,Russia,Moscow region,Ecommerce,Fashion & Retail,Russia,True,F,10/16/1975 0:00,Bakalchuk,Tatyana,180.75,"$1,699,876,578,871 ",144373535.0,61.52401,105.318756
223,8.8,Technology,John Doerr,71.0,United States,Woodside,Venture capital,Technology,United States,True,M,6/29/1951 0:00,Doerr,John,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
223,8.8,Technology,Richard Liu,49.0,China,Beijing,E-commerce,Technology,China,True,M,3/10/1974 0:00,Liu,Richard,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
223,8.8,Technology,Dustin Moskovitz,38.0,United States,San Francisco,Facebook,Technology,United States,True,M,5/22/1984 0:00,Moskovitz,Dustin,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
223,8.8,Technology,Pierre Omidyar,55.0,United States,Honolulu,"EBay, PayPal",Technology,United States,True,M,6/21/1967 0:00,Omidyar,Pierre,117.24,"$21,427,700,000,000 ",328239523.0,37.09024,-95.712891
223,8.8,Energy,Pei Zhenhua,64.0,China,Ningde,Batteries,Energy,China,True,M,1/1/1959 0:00,Pei,Zhenhua,125.08,"$19,910,000,000,000 ",1397715000.0,35.86166,104.195397
223,8.8,Energy,Carrie Perrodo & family,72.0,United Kingdom,London,Oil,Energy,France,False,F,1/1/1951 0:00,Perrodo,Carrie,119.62,"$2,827,113,184,696 ",66834405.0,55.378051,-3.435973
